X,Y,Psi
-1673.2905229993514,-1033.8917724617645,3.2687102548755571
-1674.8374943431052,-1034.0599963511488,3.2516778251866687
-1676.4180957972612,-1034.2861622982473,3.2633993070197493
-1678.0103141502748,-1034.4031909309206,3.2538502717759936
-1679.5704315406419,-1034.6210709702825,3.2535903764137233
-1681.1709834267124,-1034.809683900414,3.2497033205946533
-1682.6502477872161,-1034.9202761543163,3.25009449970816
-1684.2465313181317,-1035.1109524928488,3.2526155123947094
-1685.7955374562252,-1035.233430935665,3.2353269627058099
-1687.3256921333357,-1035.3964266921892,3.2368828623689132
-1688.8990443754849,-1035.5204617279335,3.2442743858693071
-1690.4265610482616,-1035.6537315780631,3.2344310645316448
-1691.8978316234022,-1035.8220314320797,3.2422653882064787
-1693.426379155221,-1035.9677065034391,3.2310096308030101
-1694.9576566695746,-1036.0784020295341,3.2346473827673474
-1696.5041501782609,-1036.1927873288678,3.2242015347913759
-1698.0484324158022,-1036.3590939090921,3.2213555022846538
-1699.5144179797592,-1036.490307751835,3.2294263824685645
-1701.0526993549345,-1036.5598450559362,3.2228757748954622
-1702.4864466759429,-1036.694749494482,3.2237557301029982
-1704.0348938132811,-1036.7912476830884,3.2226986755515465
-1705.4899886198805,-1036.8812165345141,3.2219168287143281
-1707.0583047550256,-1036.9956525487878,3.2024158348872618
-1708.4792812153676,-1037.1233419058233,3.2203856979438013
-1710.0006456956812,-1037.261293831011,3.2192685936431604
-1711.460440174925,-1037.3570080784839,3.2133499208295353
-1712.9485896722108,-1037.50495505391,3.2140551308877821
-1714.5085011847539,-1037.5525014662721,3.2138103293621452
-1715.8838451442916,-1037.6490939581488,3.2173069126009017
-1717.4255015159499,-1037.7493611097232,3.2088001737111296
-1718.9064419610036,-1037.8540075456958,3.2071858497610277
-1720.3814892586961,-1037.8767563443307,3.209226226290363
-1721.8647488912411,-1038.0413593350647,3.2004020352913316
-1723.3593174130854,-1038.1373246628627,3.2019092880777063
-1724.8249695466227,-1038.2003708795116,3.202313022235475
-1726.3261751207167,-1038.2994480719628,3.1900331097029211
-1727.7951061088506,-1038.3667022371199,3.2073998297815987
-1729.2544446382642,-1038.376501852528,3.1910160177735718
-1730.7355511640924,-1038.4774157040879,3.2050327344694027
-1732.1786660150822,-1038.5547755559187,3.1958235165852797
-1733.6474798425602,-1038.626649630666,3.1849902153454202
-1735.1124660638318,-1038.7154528655608,3.1953348120006151
-1736.6275862443645,-1038.8092592698442,3.1886179867023667
-1738.0823073367139,-1038.8542690941788,3.1798174696770012
-1739.5700287548855,-1038.9633114918224,3.1768360860241285
-1741.0123537548227,-1038.9494238889029,3.1824738178381375
-1742.424069566521,-1039.0167677691109,3.1801925026954767
-1743.95508596887,-1039.0865180218836,3.1798230503076126
-1745.3842208308156,-1039.095778426308,3.181127735637213
-1746.8392864299537,-1039.1703557715314,3.1765988950108777
-1748.3100898188286,-1039.2277297038706,3.1910097226521357
-1749.773176909518,-1039.2559630655262,3.1803599243046556
-1751.2346294695726,-1039.2743209827772,3.1755881971483162
-1752.6901050598008,-1039.3775783123158,3.168692043636657
-1754.1455380978234,-1039.3985328037725,3.1799355935980027
-1755.5745085107023,-1039.4514934441293,3.1717067391289619
-1757.0527714771049,-1039.4350621400774,3.1738915092393416
-1758.5342665711403,-1039.4649643238552,3.1793652646522026
-1759.9502321321668,-1039.5805047491924,3.1671927402060063
-1761.4447628455196,-1039.554443563798,3.1636505649405624
-1762.8660751297407,-1039.6258732252425,3.164665111766654
-1764.2901002355759,-1039.6367708782375,3.1761287971305046
-1765.777103833819,-1039.6804315632407,3.1639023249702452
-1767.2366740978778,-1039.714503071988,3.1687465841784261
-1768.6625726385357,-1039.7259311149983,3.1547643875148492
-1770.1835513872866,-1039.7259578277044,3.1594252176519264
-1771.5327652093238,-1039.6459352188965,3.1586970159427832
-1773.0822906438605,-1039.7685355564076,3.1527283359120757
-1774.4443868464627,-1039.8147811187307,3.1600897579266971
-1775.9319713136636,-1039.8109326197034,3.1577816083866366
-1777.4187908063236,-1039.7844348788562,3.1608071177326837
-1778.8205076096128,-1039.8437016245834,3.1505670222880724
-1780.3180035248695,-1039.8654424782321,3.1551136979254939
-1781.7216923200187,-1039.8655491635702,3.1535812538067578
-1783.191766179553,-1039.8616038625139,3.155099073519628
-1784.6215111440627,-1039.8124871908972,3.1439000488717626
-1786.1083044127267,-1039.8427404759052,3.1529768539181644
-1787.4830793409699,-1039.8809457349096,3.1453366368283873
-1788.9392602452756,-1039.8955514140041,3.1421095859085733
-1790.4489951757373,-1039.8790652474152,3.1410179604785138
-1791.8397712076016,-1039.881204049904,3.1396975962587645
-1793.2684425056059,-1039.7733734275669,3.1493734260220383
-1794.7446962448885,-1039.8147319250995,3.1404292092286084
-1796.1368710562713,-1039.8081678016181,3.1332853104670226
-1797.5360184319884,-1039.7789104634546,3.1343558711983648
-1799.0171247067569,-1039.7707857888458,3.1294423371631637
-1800.3595941833007,-1039.8143549881124,3.1393729542210589
-1801.9559714893817,-1039.7149377775604,3.1336421554340101
-1803.3447299831619,-1039.7060733148555,3.1221470812082059
